brandM,brandT,brandG,fitSt,fitBo,fitWi,black,lblue,none,price,id
-1.888532078,-1.972545625,-2.415141403,-2.687105742,-2.028843695,-5.694590826,1.886635935,-1.479733322,-6.65446763,-5.279952066,278
-1.48702518,-1.405341777,-2.20964609,3.849131157,-0.042994776,-0.713702006,0.165983949,-0.849236427,-2.213692215,-3.74312779,279
-1.90581939,-2.514186021,-2.750981442,0.174145216,1.011820234,0.595237028,-0.263972531,-0.078821418,-10.79800291,-8.92731734,280
-3.63355673,-1.999193006,-4.546958013,-0.019278691,0.022718069,0.123769997,-0.394335028,0.100162921,-5.867474186,-2.07396778,281
-0.010730937,0.428156076,0.376801161,-3.011040826,-6.225379319,-6.682747913,-0.374779332,0.18941183,-11.56736166,-14.18083005,283
-2.083829536,-1.359381927,-2.428506441,-2.834070219,-3.769866637,-4.206539664,-0.853213742,-0.548644983,-10.46587292,-7.353553928,284
-2.476016425,-1.069865134,-2.760175569,-3.567730361,-6.182237818,-6.606989985,0.274593267,-0.444833992,-4.281858297,-3.600331691,285
-0.766098364,-0.668038363,-1.237271393,4.390623691,-1.140938169,-1.215282681,0.2707752,-0.95449825,-0.802301495,-3.506381514,286
-2.796333424,-1.897393609,-3.660245331,1.08459575,1.260270869,0.797004391,0.527475886,-0.436666125,-6.579821849,-3.921692083,296
-0.599881394,-0.059138106,-0.965476332,5.466234119,-0.712509895,-0.076367071,0.094662927,-0.262486263,-1.089695104,-3.776887036,299
-2.567959468,-1.085492458,-3.133878746,0.873506163,-3.677810913,-3.573250452,-0.807317599,-0.383994159,-3.839199091,-3.690233326,300
-0.791545308,-0.716996223,-1.002100757,0.175257115,-2.830015119,-3.965155954,0.06239526,-1.28016796,-4.900227905,-3.610918015,302
-2.474185845,-0.927795137,-2.97304772,0.435077663,-3.53599502,-2.723433952,-0.372491877,-0.254181615,-3.969692633,-3.130273159,303
-0.934589205,-0.670490417,-0.696785826,-6.90617095,-9.198421999,-10.32377331,0.102919746,-0.621416422,-9.310218674,-5.132119743,305
-0.528629701,-0.290202609,-0.217169932,-5.756001678,-7.2908751,-8.843292668,0.219365497,-0.863512873,-12.04746085,-11.54872158,306
-2.538169821,-2.031734898,-3.27126991,-0.616591754,-4.609670118,-5.161663579,0.311442278,-0.475882414,-6.063878414,-5.086498637,307
-1.7992739,-0.798707344,-2.212662349,0.806745203,-3.354776411,-3.497963289,0.432960529,-0.426132849,-3.304659899,-4.601405915,309
-0.443073227,-0.008277011,-0.424907687,-0.042458932,-0.65817738,-2.876029479,-0.017785732,-0.393055858,-11.06836643,-9.581321478,310
-1.629064976,-1.597419474,-2.21803787,0.598446655,-4.102418444,-3.743672069,0.505632283,-0.456752324,-3.092260008,-2.781715609,312
-0.745372486,0.442552511,-0.914167849,4.277212278,-2.190145424,-2.097225414,-0.086469314,-0.281178188,-3.068935543,-4.232556425,314
-2.740003473,-0.65259221,-3.182712677,-0.05138392,-2.382285325,-2.110850835,0.016327402,-0.120344247,-5.743671909,-3.277482638,317
-2.3082947,-0.500015884,-2.692426711,0.806799735,-3.905109115,-4.278249114,-0.224346682,-0.479949039,-4.262006482,-3.901600576,319
-1.906524754,-0.919794297,-2.070344675,-3.58769643,-6.137937061,-7.126950987,0.019222786,-0.626986834,-6.710243022,-6.453238979,320
-0.376802081,0.391209005,-0.356052308,1.784255943,-3.566984814,-3.383402957,-0.34114154,0.258248043,-6.484940797,-4.281404197,325
-0.598385266,-0.492483742,-0.378019803,-5.349720817,-8.181714337,-8.900304023,0.346002758,-0.65710249,-9.278447783,-5.336527512,326
-1.791107925,-0.392990367,-1.958873216,-1.646340226,-2.00289292,-1.968464019,0.594684131,-0.316223431,-9.368430008,-5.481365922,328
-0.658578418,0.427176799,-0.497897286,-1.29629541,-0.149367836,-0.174222475,0.186952375,0.380928458,-13.09557994,-11.75342654,331
-0.669211599,-0.838764934,-0.993565122,0.805857155,-0.009291942,-0.666691352,2.080782827,-0.636836338,-6.023761347,-4.544493246,333
-2.383196177,-2.022500098,-3.116587668,-0.616052455,0.630885734,1.108463406,-0.143263956,0.076144316,-10.8490048,-7.787393145,334
-1.680169136,-1.448768053,-2.047590327,-2.021087029,-5.6432816,-6.220866417,-0.369673734,-0.617381047,-7.698546857,-6.585876495,335
-1.278895284,-1.833521282,-1.987653467,2.25823308,1.571840516,-0.45513792,0.178835627,-1.201400987,-7.977709171,-12.33099897,336
-0.372264379,-0.433632985,-0.062597458,-5.94888274,-8.71132721,-9.685207297,0.1960379,-0.851609543,-9.193212491,-6.479092369,338
-1.722611919,-0.725761814,-2.054377163,-0.120931307,-1.341915689,-1.235326357,-0.180248942,0.054348268,-7.579536997,-4.119905123,339
-1.477095776,-0.709525394,-1.682558583,-2.188163642,-3.174832131,0.233714985,1.139790204,0.935773542,-3.026731234,-2.013078221,341
-1.710945885,-0.867749311,-1.849287376,-3.486445918,-6.13553216,-6.826588289,0.581132617,-1.091873099,-4.101585511,-3.657801679,342
-0.551283593,1.507209726,-0.093853793,-0.980949065,-0.055478939,-2.360139303,-0.037293844,-0.382904047,-11.02594013,-9.037894036,343
-1.428440637,-0.346173325,-1.915126492,4.248466857,0.925863989,3.46741331,0.350451697,-0.342601841,-1.810229078,-3.370547966,344
-1.251149074,0.06638658,-1.367700562,0.348067954,-0.641944845,-0.225217376,0.73455343,0.162681693,-8.007014171,-5.614551111,345
-1.962085543,-2.218362659,-2.803147935,0.86389998,1.191628938,0.973616432,1.29821629,-0.518299277,-2.383023679,-2.958557324,346
-0.934968625,-0.61705408,-1.100538063,-1.108999094,0.312386224,-0.61612078,0.634893193,0.527371336,-5.839019992,-2.830528697,347
-1.092846218,-2.713898523,-1.894111749,0.282240486,-0.218717118,-0.120050364,-0.056862036,-0.220851989,-8.362055699,-5.517937799,348
-0.815817289,-0.358545934,-1.268373918,5.357460926,-1.117290558,-0.847554898,-0.279770861,-0.45599771,-1.841204421,-4.233407373,349
-1.580502815,-0.47189025,-1.909238875,1.402267926,1.385941288,0.967177415,-1.158402453,-0.284917,-10.68760557,-8.398084601,350
0.550488041,-0.12107424,0.806775727,-2.574475026,-5.122580242,-4.689254245,1.577621661,-0.937993085,-5.331901574,-5.51480605,351
